x1,label
-10.0,-18.006571693977534
-9.949874686716791,-19.176277975775953
-9.899749373433584,-17.504121670665782
-9.849624060150376,-15.6531884074847
-9.799498746867169,-19.06730424318101
-9.74937343358396,-18.96702078106628
-9.699248120300751,-15.24007060958672
-9.649122807017545,-16.763376155729272
-9.598997493734336,-19.136943759338575
-9.548872180451127,-17.012624273730324
-9.49874686716792,-18.924329119960767
-9.448621553884712,-18.828702614909936
-9.398496240601503,-17.313067938070937
-9.348370927318296,-21.52330234395219
-9.298245614035087,-21.04632689309624
-9.24812030075188,-18.620815659985706
-9.197994987468672,-19.42165221560619
-9.147869674185463,-16.667244683180378
-9.097744360902256,-19.011536872846936
-9.047619047619047,-19.91984549790868
-8.99749373433584,-14.063689930828573
-8.947368421052632,-17.346289443078334
-8.897243107769423,-16.659429806162997
-8.847117794486216,-19.543731961399345
-8.796992481203008,-17.682750411456382
-8.746867167919799,-16.271889156419867
-8.696741854636592,-18.69547086411779
-8.646616541353383,-15.541837046015424
-8.596491228070175,-17.39425983597796
-8.546365914786968,-16.67611932916049
-8.496240601503759,-17.19589442746631
-8.446115288220552,-12.187674207423228
-8.395989974937343,-15.818974399350555
-8.345864661654135,-17.80715118122007
-8.295739348370928,-13.946388872535477
-8.24561403508772,-17.932915370117485
-8.195488721804512,-14.973250253599513
-8.145363408521304,-19.210067064802157
-8.095238095238095,-17.84684828827305
-8.045112781954888,-14.696503092171529
-7.994987468671679,-13.513041777352537
-7.9448621553884715,-14.546987748397003
-7.894736842105264,-15.020770248987008
-7.844611528822055,-15.291430448822688
-7.794486215538847,-17.54601641181255
-7.7443609022556394,-15.928410221300696
-7.694235588972431,-15.309748719864437
-7.644110275689223,-12.173976098940614
-7.593984962406015,-13.500733345675108
-7.543859649122807,-17.61379960897108
-7.4937343358396,-13.339300732889608
-7.443609022556391,-14.657382605945415
-7.393483709273183,-15.140811419158284
-7.343358395989975,-12.463364214298215
-7.293233082706767,-11.524467120421631
-7.243107769423559,-11.62365530061472
-7.192982456140351,-15.064399958725978
-7.142857142857143,-13.904139037416716
-7.092731829573935,-12.522936796340742
-7.042606516290727,-11.134122778336735
-6.992481203007519,-13.943310881705617
-6.942355889724311,-13.256029732776257
-6.8922305764411025,-14.997131100894261
-6.842105263157895,-15.076623774477131
-6.791979949874687,-10.958908254960978
-6.741854636591479,-9.771229216041313
-6.691729323308271,-12.52747888977721
-6.641604010025063,-10.276142224266078
-6.591478696741855,-11.459685343388442
-6.541353383458647,-13.372946276127543
-6.491228070175438,-11.259664929334049
-6.4411027568922306,-8.806132380852523
-6.390977443609023,-11.85360696543795
-6.340852130325815,-8.552416949023618
-6.290726817042607,-16.820943842264704
-6.2406015037593985,-9.837397998768349
-6.190476190476191,-11.206858244476038
-6.140350877192983,-11.8787164553177
-6.090225563909774,-10.996929574748544
-6.040100250626566,-15.05533833045492
-5.989974937343359,-11.419293650361741
-5.939849624060151,-10.16547410509681
-5.889724310776943,-7.823660532070853
-5.839598997493734,-11.715738431534763
-5.7894736842105265,-12.195934574207428
-5.739348370927319,-11.48221082902371
-5.68922305764411,-8.547641879884072
-5.639097744360902,-9.620693269402436
-5.5889724310776945,-11.237465269689466
-5.538847117794487,-9.051159369362262
-5.488721804511279,-9.783288510326477
-5.43859649122807,-7.939903001390362
-5.388471177944862,-11.18104854364443
-5.338345864661655,-10.332016022518845
-5.288220551378446,-10.360657409021208
-5.238095238095238,-12.403220372454713
-5.18796992481203,-8.783699295494909
-5.1378446115288225,-8.753578678697867
-5.087719298245615,-9.165211683206307
-5.037593984962406,-9.544362236675106
-4.987468671679198,-11.805678827459225
-4.9373433583959905,-9.715977362322699
-4.887218045112782,-9.459865123279103
-4.837092731829574,-10.278740002102385
-4.786967418546366,-8.89650626042475
-4.736842105263158,-7.66558249689724
-4.686716791979951,-4.60106178153884
-4.636591478696742,-7.924027331729806
-4.586466165413534,-7.657831549381539
-4.536340852130326,-8.221573535792988
-4.486215538847118,-11.809973508292318
-4.43609022556391,-7.925208202026253
-4.385964912280702,-7.651469404679351
-4.335839598997494,-2.7451949730244163
-4.2857142857142865,-7.956150500990818
-4.235588972431078,-6.868083260194931
-4.18546365914787,-7.4403508577062265
-4.135338345864662,-9.608032766968389
